X,Y,ID,SWID,IsSWFacility,Name,Type,Recycling,Trash,EWaste,HHW,FoodScraps,CD,CleanWood,LeafYardDebris,MaterialSpecifics,Address,Town,State,Zip,County,MailingAddress,MailingCity,MailingState,MailingZip,Telephone,Email,Website,Active,LastVisitDate,Latitude,Longitude
529601.225091009,275437.791088382,118,OL965,Yes,Derby Stump Dump,Transfer Station,NO,NO,NO,NO,NO,,YES,YES,,1008 Beebe Rd,Derby,VT,05829,Orleans,,,,,802-766-4906,,,1,2021/02/17 00:00:00+00,44.97850683,-72.12471365
524274.332959416,240588.482214189,119,OL073,Yes,Glover Recycling Center,Recycling Center,YES,NO,NO,NO,YES,,NO,NO,,1600 Dry Pond Road,Glover,VT,05839,Orleans,,,,,802-525-6227,,,1,2024/04/18 00:00:00+00,44.66507937,-72.1938558
516256.983497391,231051.375304902,120,OL020,Yes,Greensboro Drop Off,Transfer Station,YES,YES,NO,NO,YES,,NO,NO,,81 Lauredon Avenue,Greensboro,VT,05841,Orleans,P.O. Box 119,Greensboro,VT,05841,802-533-2911,,http://www.greensborovt.org/resources/,1,2023/11/16 00:00:00+00,44.579475,-72.2953409
539223.675477891,274222.68617931,121,OL200,Yes,Holland Drop Off,Transfer Station,YES,NO,YES,YES,NO,,NO,NO,,3157 Valley Rd,Holland,VT,05830,Orleans,,,,,802-895-4440,,,1,2022/03/23 00:00:00+00,44.96705002,-72.00281137
504853.425944817,271803.925283413,123,OL045,Yes,Jay/Troy Recycling Center,Recycling Center,YES,NO,NO,NO,YES,,NO,NO,,1375 Cross Road,Jay,VT,05859,Orleans,,,,,802-988-2996,,,1,2023/03/31 00:00:00+00,44.94639734,-72.43845489
538870.506614791,268719.555706713,124,OL461,Yes,Morgan Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,285 Hatton Heights Rd,Morgan,VT,05853,Orleans,,,,,802-895-2927,,,1,2024/04/18 00:00:00+00,44.91764215,-72.0077144
522585.07636562,269919.418251929,125,OL080,Yes,Newport Drop Off,Transfer Station,YES,NO,YES,NO,NO,,NO,NO,,651 Coventry Street,Newport,VT,,Orleans,,,,,802-334-2124,,,1,2022/03/23 00:00:00+00,44.92905283,-72.21389335
515309.010587233,272231.56493834,126,OL990,Yes,Newport Center Recycling Center,Recycling Center,YES,NO,NO,NO,YES,,NO,NO,,4091 W. Main Street,Newport Center,VT,05857,Orleans,,,,,802-334-6442,,,1,2022/03/23 00:00:00+00,44.9500958965444,-72.3060277104378
533817.119987721,265723.744052773,130,OL072,Yes,Austins Rubbish Recycling,Recycling Center,YES,NO,NO,NO,NO,,NO,NO,,108 Crawford Hill Road,West Charleston,VT,05872,Orleans,,,,,802-895-4889,,,1,2020/07/28 00:00:00+00,44.89090706,-72.07190608
506161.35437526,265782.003357582,131,OL980,Yes,Westfield Drop Off,Transfer Station,YES,YES,YES,YES,YES,,NO,NO,,757 Rt 100 N,Westfield,VT,05874,Orleans,,,,,802-744-2484,,,1,2022/08/03 00:00:00+00,44.89220067,-72.42204745
538672.808983943,245092.509614625,132,OL911,Yes,Westmore Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,6988 Rt 5A,Westmore,VT,05860,Orleans,,,,,802-525-3007,,,1,2022/08/03 00:00:00+00,44.70498591,-72.01198344
434658.741092576,134283.788006991,135,RU061,Yes,Benson Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,2549 Stage Road,Benson,VT,05731,Rutland,,,,,802-537-2611,,,1,2024/02/28 00:00:00+00,43.70585115,-73.3106888
455133.787218071,141748.117616605,136,RU960,Yes,Markowski Recycling Facility,Recycling Center,NO,NO,NO,NO,NO,NO,YES,YES,"Asphalt, Brick and Concrete recycling only",2359 Franklin Street,Brandon,VT,05733,Rutland,P.O. Box 69,Florence,VT,05744,802-483-6469,,http://markowskiex.com/mark/recycling-facility/,1,2023/06/28 00:00:00+00,43.7745887703272,-73.0573455410004
451816.563039489,143949.024521983,137,RU081,Yes,Brandon Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Corona St,Brandon,VT,,Rutland,,,,,,,,1,2024/07/19 00:00:00+00,43.79415638,-73.09867231
445822.550738869,122328.616798852,138,RU105,Yes,Hadeka Stone Recycling Center,Recycling Center,NO,NO,NO,NO,NO,,NO,NO,"Asphalt, Brick and Concrete recycling only",460 Staso Road,Castleton,VT,05735,Rutland,,,,,802-468-5472,,,1,2024/02/22 00:00:00+00,43.5992482,-73.17104475
445234.860919146,122544.494732766,139,RU101,Yes,Castleton Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Staso Road,Castleton,VT,05735,Rutland,,,,,802-468-5319,,,1,2024/02/22 00:00:00+00,43.60106399,-73.17832319
463232.623154494,134365.490336457,140,RU141,Yes,Chittenden Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,NO,YES,,300 Holden Rd,Chittenden,VT,05737,Rutland,,,,,802-483-6647,,,1,2024/08/09 00:00:00+00,43.7085551924176,-72.9561710357666
461792.360833483,110697.24265495,141,RU131,Yes,Clarendon Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Route 7B,Clarendon,VT,05759,Rutland,,,,,802-775-4274,,,1,2024/02/22 00:00:00+00,43.49546933,-72.97238286
447461.859770129,168249.159428108,143,RU151,Yes,Danby Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,Town Garage,Danby,VT,05739,Rutland,,,,,802-293-5136,,,1,2024/01/05 00:00:00+00,44.01259037,-73.15521689
437143.201556518,121582.112281239,144,RU033,Yes,Fair Haven Transfer Station,Transfer Station,YES,YES,YES,YES,YES,YES,YES,YES,"Tires, Used Waste Oil, Scrap Metal, Household and Automobile Batteries",175 Fair Haven Avenue,Fair Haven,VT,05743,Rutland,3 North Park Place,Fair Haven,VT,05743,802-265-8291,,http://fairhavenvt.org/?page_id=34,1,2023/12/19 00:00:00+00,43.5917913776771,-73.2784062623978
474656.726989971,133190.24893442,145,RU761,Yes,Killington Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,NO,,River Road,Killington,VT,05751,Rutland,,,,,802-422-3241,,,1,2024/04/03 00:00:00+00,43.69848757,-72.81442383
449992.549566864,109763.495042117,146,RU311,Yes,Middletown Springs Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,Firehouse Lane,Middletown Springs,VT,05757,Rutland,,,,,802-235-2220,,,1,2023/05/03 00:00:00+00,43.48639799,-73.11822643
472548.908947394,104567.629779179,147,RU043,Yes,Mount Holly Transfer Station,Transfer Station,YES,YES,YES,NO,YES,NO,NO,YES,,36 Sharon Lane,Mount Holly,VT,05758,Rutland,,,,,802-259-2391,,,1,2023/06/28 00:00:00+00,43.44084669,-72.83907442
459958.889969492,96120.2975546375,148,RU501,Yes,Mount Tabor Transfer Station,Transfer Station,YES,YES,NO,NO,YES,NO,NO,NO,,route 7,Mount Tabor,VT,05739,Rutland,,,,,802-293-5282,,,1,2023/10/04 00:00:00+00,43.36419033,-72.99397406
463572.708124287,119820.014186825,149,RU724,Yes,Hubbard Brothers Transfer Station,,YES,YES,YES,NO,YES,YES,YES,YES,,1678 Cold River Rd,North Clarendon,VT,05759,Rutland,,,,,802-773-2259,,,1,2024/10/04 00:00:00+00,43.5777327548337,-72.9509890079498
457010.834801266,134424.840094348,150,RU461,Yes,Pittsford Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Depot Hill Rd,Pittsford,VT,05763,Rutland,,,,,802-483-6500,,,1,2024/02/28 00:00:00+00,43.70875293,-73.03344093
443025.294121607,114307.560115133,151,RU581,Yes,Poultney Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Hillside Drive,Poultney,VT,05764,Rutland,,,,,802-287-9751,,,1,2020/12/22 00:00:00+00,43.52684523,-73.20478956
457707.880184767,129942.785790534,152,RU601,Yes,Proctor Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,Deere Lane,Proctor,VT,05765,Rutland,,,,,802-459-3333,,,1,2024/02/28 00:00:00+00,43.668507988344,-73.0243688821793
460499.885537193,123348.290127659,153,RU999,Yes,East Coast Rubbish Removal,Transfer Station,YES,YES,NO,NO,YES,,NO,NO,,37 Water Street,Rutland,VT,,Rutland,,,,,802-353-6118,,,1,2024/04/03 00:00:00+00,43.60930091,-72.9893346
460101.542775219,122884.00842606,154,RU003,Yes,Rutland County SWMD Materials Recovery Fac.,Recycling Center,YES,NO,YES,NO,NO,,NO,NO,,2 Green Hill Lane,Rutland City,VT,05701,Rutland,,,,,(802)760-7651,,http://www.rcswd.com/comrecyc.html,1,2022/09/06 00:00:00+00,43.6050853733652,-72.9942262172699
463566.476744499,124619.736704716,155,RU623,Yes,RCSWD Regional Transfer Station,Hazardous Waste,YES,YES,YES,YES,YES,,YES,YES,,14 Gleason Road,Rutland City,VT,05701,Rutland,,,,,802-775-7209,,,1,2024/10/04 00:00:00+00,43.62090043,-72.95135624
462357.01990201,126281.879743118,157,RU681,Yes,Rutland Town Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,Post Rd,Rutland Town,VT,05701,Rutland,,,,,802-773-8901,,,1,2023/10/04 00:00:00+00,43.63583496,-72.96645484
473088.44051627,113975.631070648,158,RU781,Yes,Shrewsbury Drop Off,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,scrap metal,130 Mountain School Road,Shrewsbury,VT,05738,Rutland,,,,,802-492-3511,,,1,2023/04/19 00:00:00+00,43.52546432,-72.83294037
455643.547216262,105524.211993013,159,RU801,Yes,Tinmouth Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,537 Route 140,Tinmouth,VT,05773,Rutland,,,,,802-446-2498,,,1,2023/10/04 00:00:00+00,43.44856383,-73.04801308
460967.469008555,107924.421253132,160,RU901,Yes,Wallingford Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,NO,YES,,90 Waldo Ln,Wallingford,VT,05773,Rutland,,,,,802-446-2524,,https://www.wallingfordvt.com/transfer-station/,1,2021/05/26 00:00:00+00,43.4704871714911,-72.9823923110962
440639.379708689,104095.21769148,161,RU921,Yes,Wells Transfer Station,Transfer Station,YES,YES,NO,NO,YES,,NO,NO,,174 Bullfrog Hollow Road,Wells,VT,05774,Rutland,,,,,802-645-0486,,,1,2022/09/21 00:00:00+00,43.43468691,-73.23315717
455466.660977035,121579.915481038,162,RU934,Yes,West Rutland Recycling Facility,Recycling Center,YES,NO,NO,NO,NO,,NO,NO,,265 Ross Street,West Rutland,VT,05777,Rutland,,,,,802-223-7221,,http://www.rcswd.com/dttshl.html,1,,43.593079,-73.051506
501567.46596139,185629.343929416,164,WA080,Yes,Wilson Industrial Park,Transfer Station,YES,YES,NO,NO,YES,,NO,NO,,109 Pitman Rd,Barre Town,VT,00000,Washington,,,,,802-775-7722,,,1,2021/09/02 00:00:00+00,44.17093794,-72.48036135
496092.723719168,191330.371336988,165,WA930,Yes,Budzyn Removal & Recycling,Recycling Center,NO,NO,NO,NO,NO,,NO,NO,tires only,937 Rt 302,Berlin,VT,05602,Washington,,,,,802-371-7653,,,1,2022/05/24 00:00:00+00,44.22215023,-72.54889803
513608.562456556,210043.927152402,166,WA320,Yes,Cabot Recycling Depot,Recycling Center,YES,YES,YES,YES,YES,,NO,NO,,153 Sawmill Rd,Cabot,VT,05647,Washington,,,,,802-626-3532,,,1,2023/07/27 00:00:00+00,44.39051573,-72.32924767
504518.742404864,208375.676704741,167,WA300,Yes,Calais Depot,Recycling Center,YES,NO,NO,NO,NO,,NO,NO,,Moscow Woods Rd,Calais,VT,05648,Washington,,,,,802-456-8720,,,1,2023/07/27 00:00:00+00,44.37562698,-72.4432919
500239.428831502,199029.363776588,168,WA040,Yes,"Vermont Compost Company, Fairmont Farms",Food Scraps Management Facility,NO,NO,NO,NO,YES,,WOOD CHIPS ONLY,NO,,1996 Main Street,East Montpelier,VT,05602,Washington,,,,,802-223-6049,,www.vermontcompost.com,1,2022/11/10 00:00:00+00,44.2915409700936,-72.496976852417
499496.766243717,193384.8144243,170,WA111,Yes,CV Landfill Transfer Facility,Transfer Station,YES,YES,YES,NO,YES,,YES,YES,,418 U.S. 2,East Montpelier,VT,05651,Washington,,,,,802-651-5454,,,1,2024/09/19 00:00:00+00,44.2406950147528,-72.5062572956085
496357.651019774,193574.69845859,173,N/A,No,DJ's Convenience,Recycling Center,YES,YES,NO,NO,YES,,NO,NO,,378 East Montpelier Rd,Montpelier,VT,05602,Washington,,,,,,,,1,,44.242394,-72.545624
496365.638627237,193574.694028134,174,WA444,Yes,Montpelier Drop-Off & Recycling (Casella),Transfer Station,YES,YES,YES,NO,YES,,NO,NO,,378 East Montpelier Road,Montpelier,VT,05602,Washington,,,,,802-223-7221,,,1,2019/11/05 00:00:00+00,44.242415,-72.545473
487410.225246201,184563.423094619,176,WA561,Yes,Northfield Transfer Station & Recycling Depot,Transfer Station,YES,YES,YES,NO,YES,,NO,NO,,69 Dog River Rd,Northfield,VT,05663,Washington,,,,,802-485-6121,,,1,2022/10/31 00:00:00+00,44.16123711,-72.65743375
473404.60728446,184582.915613749,179,WA921,Yes,"Waitsfield Transfer Station, Inc.",Transfer Station,YES,YES,YES,NO,YES,YES,YES,YES,,6911 Main Street,Waitsfield,VT,05673,Washington,,,,,802-223-7221,,,1,2021/12/22 00:00:00+00,44.160995,-72.832504
480458.957361921,203180.895300485,181,WA163,Yes,Waterbury RTR Center,Transfer Station,YES,YES,NO,NO,NO,YES,NO,NO,,1 River Road,Waterbury,VT,05676,Washington,,,,,802-244-7689,,,1,2024/09/19 00:00:00+00,44.32857155,-72.74499036
496437.447574852,208086.184349809,182,WA231,Yes,Lamoille District Transfer Station,Transfer Station,YES,YES,NO,NO,YES,YES,NO,NO,,43 Calais Rd,Worcester,VT,05682,Washington,,,,,802-223-6942,,,1,2022/10/31 00:00:00+00,44.37300627,-72.54473234
495609.227065874,36458.5860554087,185,WH970,Yes,Zaluzny Aggregate and Untreated,Recycling Center,NO,NO,NO,NO,NO,,YES,YES,"Asphalt, Brick and Concrete recycling with clean wood grinding for mulch",161 Mercury Drive,Brattleboro,VT,05301,Windham,,,,,802-254-5758,,,1,2022/10/20 00:00:00+00,42.82824053,-72.5537418
495879.835038636,37769.2288005382,187,WH082,Yes,Brattleboro Salvage Transfer Station,Transfer Station,YES,YES,NO,NO,YES,,YES,NO,,437 Vernon Street,Brattleboro,VT,05301,Windham,,,,,802-254-5388,,,1,2023/10/03 00:00:00+00,42.83998873,-72.55042113
496700.221572524,43800.7680845375,188,WH083,Yes,Windham Solid Waste Mgmt. District HHW Facility and Transfer Station,Hazardous Waste,YES,YES,YES,YES,YES,,YES,YES,,327 Old Ferry Road,Brattleboro,VT,05301,Windham,,,,,802-257-0272,,,1,2024/06/13 00:00:00+00,42.89428323,-72.54036011
488755.09906878,55062.3880345711,189,N/A,No,WSWMD -- Brookline Recycling Facility,Recycling Center,YES,NO,NO,NO,NO,,NO,NO,,Grassy Brook Rd,Brookline,VT,05345,Windham,,,,,,,,1,,42.99564854,-72.63785665
474041.263491346,47759.3052807591,190,WH181,Yes,Dover Drop Off,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,Landfill Road (town transfer station),Dover,VT,05341,Windham,,,,,802-464-5100,,,1,2024/02/07 00:00:00+00,42.92952459,-72.81800961
493919.103967411,48423.8931994971,191,N/A,No,WSWMD -- Dummerston Recycling Facility,,NO,NO,NO,NO,NO,,NO,NO,,1103 East-West Road,Dummerston,VT,05346,Windham,,,,,,,,1,,42.935944,-72.574463
493866.656973184,35360.17095974,192,WH070,Yes,Windham Solid Waste Management District,,NO,NO,NO,NO,NO,,NO,NO,,rt 5,Guilford,VT,05301,Windham,,,,,802-257-0272,,,1,,42.8183137011177,-72.5750344991684
477222.567627859,66655.5982385041,194,WH301,Yes,Jamaica Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,17 Pikes Falls Rd,Jamaica,VT,05343,Windham,,,,,802-874-4274,,,1,2023/07/19 00:00:00+00,43.09966197,-72.77977446
476024.598914778,82457.2064357225,195,WH391,Yes,Londonderry Transfer Station,Transfer Station,YES,YES,NO,NO,YES,,YES,YES,,7060 Route 100,Londonderry,VT,05148,Windham,,,,,802-824-3356,,,1,2023/07/19 00:00:00+00,43.241873360883,-72.7951741218567
481998.904208215,40957.4892776164,196,WH120,Yes,WSWMD -- Marlboro Recycling Facility,Recycling Center,YES,NO,NO,NO,NO,,NO,NO,,Rt 9 @ Elementary School,Marlboro,VT,05344,Windham,,,,,802-257-5122,,,1,,42.8684825793448,-72.720305621624
487152.778719256,52898.9714926623,197,WH130,Yes,Windham Solid Waste Management District,,NO,NO,NO,NO,NO,NO,NO,NO,,rt 30,Newfane,VT,05345,Windham,,,,,802-257-0272,,,1,2016/08/11 00:00:00+00,42.9761135,-72.65751761
498099.140741635,51854.0773147124,198,WH140,Yes,WSWMD -- Putney Recycling Facility,,NO,NO,NO,NO,NO,,NO,NO,,14 Main Street,Putney,VT,05346,Windham,,,,,802-257-0272,,,1,2017/01/05 00:00:00+00,42.966846,-72.5232544
468807.734779558,61900.7641404223,199,WH960,Yes,Stratton Transfer Station,Transfer Station,YES,YES,NO,YES,YES,,YES,NO,,8 Town Garage Road,Stratton,VT,05155,Windham,,,,,802-896-6184,,,1,2021/04/20 00:00:00+00,43.05657309,-72.8828595
486909.845424761,62353.1533664413,200,WH421,Yes,Townshend Transfer Station,Transfer Station,YES,YES,NO,YES,NO,,YES,NO,,1102 Grafton Road,Townshend,VT,05353,Windham,,,,,802-365-7300,,,1,2024/02/07 00:00:00+00,43.06123467,-72.66074486
499042.330953475,29103.4413860274,201,WH170,Yes, WSWMD -- Vernon Drop-Off,,NO,NO,NO,NO,NO,NO,NO,NO,,2585 Fort Bridgman Road,Vernon,VT,05354,Windham,,,,,802-257-0292,,http://www.windhamsolidwaste.org/index.php/recycling/where-to-recycle,1,2018/08/21 00:00:00+00,42.762019,-72.511676
476327.328571033,59670.9868434833,202,WH891,Yes,Wardsboro Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,NO,,77 Dump Road,Wardsboro,VT,05355,Windham,,,,,802-896-6055,,,1,2021/04/20 00:00:00+00,43.036765,-72.790474
505135.403862249,68374.7657340353,204,WH100,Yes,Rockingham/Westminster Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,NO,YES,,7446 Rt 5,Westminster,VT,05158,Windham,,,,,802-463-3964,,,1,2021/04/14 00:00:00+00,43.11552545,-72.43685261
467473.155071634,31168.417389143,205,WH921,Yes,Whitingham Transfer Station,Transfer Station,YES,YES,YES,NO,NO,,NO,NO,,rt 100,Whitingham,VT,05361,Windham,,,,,802-368-7876,,,1,2022/09/13 00:00:00+00,42.77991976,-72.89746213
475259.781057819,43833.3792621249,206,WH941,Yes,Wilmington Transfer Station,Transfer Station,YES,YES,NO,NO,YES,YES,NO,NO,,Miller Road,Wilmington,VT,05363,Windham,,,,,802-464-8591,,,1,2022/10/20 00:00:00+00,42.8942,-72.8029
488201.564546117,134641.400716382,207,WS051,Yes,Barnard Transfer Station,Transfer Station,YES,YES,NO,NO,NO,,NO,NO,,Chateauguay Road,Barnard,VT,05031,Windsor,,,,,802-234-9211,,,1,2023/10/04 00:00:00+00,43.71187718,-72.64637875
487328.968102815,120677.496890137,208,WS080,Yes,Bridgewater Drop Off,Transfer Station,YES,YES,NO,NO,YES,,NO,NO,,65 Schoolhouse Rd,Bridgewater,VT,05034,Windsor,,,,,,,,1,2019/05/09 00:00:00+00,43.58618668,-72.65690731
491978.670767389,98617.2909541903,209,WS111,Yes,Cavendish Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,NO,YES,,354 Route 131,Cavendish,VT,05142,Windsor,,,,,802-226-7291,,,1,2021/06/03 00:00:00+00,43.38774992,-72.59901541
509052.825345297,114838.896389237,211,WS990,Yes,D&D Excavating Recycling Facility,Recycling Center,NO,NO,NO,NO,NO,,NO,NO,"Asphalt, Brick and Concrete Only",19 Ferry Road,Hartland,Vt,05048,Windsor,,,,,802-436-1899,,,1,2018/07/18 00:00:00+00,43.53373079,-72.38795585
482610.348369494,97857.2247187436,212,WS331,Yes,Ludlow Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,YES,YES,,336 Route 100,Ludlow,VT,05149,Windsor,,,,,802-228-2841,,,1,2023/07/19 00:00:00+00,43.38072155,-72.7146414
514009.51923119,144767.249824026,213,WS511,Yes,Norwich Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,NO,YES,,24 New Boston Road,Norwich,VT,05055,Windsor,,,,,802-649-2209,,,1,2021/07/06 00:00:00+00,43.80298568,-72.32591676
482957.656527996,113421.212979204,214,WS950,Yes,A.B.L.E. Waste Management Inc Transfer Station,Transfer Station,YES,YES,NO,NO,YES,,NO,YES,,1515 Lynds Hill Road,Plymouth,VT,,Windsor,,,,,802-672-3569,,https://www.ablewastemanagement.com/,1,2023/08/25 00:00:00+00,43.52081422,-72.71084715
493814.698235438,147666.334084389,216,WS061,Yes,Bethel/Royalton Transfer Station,Transfer Station,YES,YES,YES,YES,YES,,YES,YES,,122 Waterman Road,Royalton,VT,05068,Windsor,P.O. Box 680,South Royalton,VT,05068,802-234-9340,,http://royaltonvt.com/about-royalton/transfer-station/,1,2024/08/27 00:00:00+00,43.8291555559511,-72.5769335031509
499375.404471437,90869.1928208083,217,WS090,Yes,Springfield Transfer Station and Recycling Center,Transfer Station,YES,YES,YES,NO,YES,NO,YES,YES,,135 Fairground Rd,Springfield,VT,05156,Windsor,,,,,802-885-5827 ,,www.springfieldvt.gov,1,2021/03/10 00:00:00+00,43.31804058,-72.50766824
498898.487720479,101112.292668945,218,WS921,Yes,Weathersfield Transfer Station,Transfer Station,YES,YES,YES,NO,YES,,NO,YES,,5024 Route 106,Weathersfield,VT,05151,Windsor,,,,,802-674-2626,,,1,2021/03/10 00:00:00+00,43.41019941,-72.51361963
511550.385248086,128941.409207377,219,WS305,Yes,"Northeast Waste Services, LTD Recycling Fac.",Recycling Center,YES,NO,NO,NO,NO,,NO,NO,Commercial Recycling only - no Residential drop-off,1544 Woodstock Rd,Hartford,VT,05001,Windsor,,,,,802-223-7221,,,1,2021/02/11 00:00:00+00,43.66055425,-72.3567745
511744.254154691,124175.488330104,220,WS280,Yes,Hartford Community Center for Recycling & Waste Management,Transfer Station,YES,YES,YES,NO,YES,YES,YES,YES,,2590 North Hartland Rd,Hartford,VT,05001,Windsor,,,,,,,,1,2020/09/16 00:00:00+00,43.61774187,-72.35450857
496937.156141412,43956.1799000004,222,WH083,Yes,Windham Solid Waste Management District Compost Facility,Food Scraps Management Facility,NO,NO,NO,NO,YES,,WOOD CHIPS ONLY,YES,,327 Old Ferry Road,Brattleboro,VT,05301,Windham,327 Old Ferry Road,Brattleboro,VT,05301,802-257-0272,,www.windhamsolidwaste.org,1,2024/06/13 00:00:00+00,42.8957269996745,-72.5374674797058
491819.145063866,160056.829760074,225,OG990,Yes,Vermont Tech Community Anaerobic Digester,,NO,NO,NO,NO,NO,NO,NO,NO,"Animal bedding and manure; food residuals & food processing residuals",165 Administrative Drive,Randolph Center,Vermont,05061,Orange,PO Box 500,Randolph Center,Vermont,05061,802-728-1894,mo'leary2@vtc.edu,http://digester.vtc.edu/,1,2019/03/20 00:00:00+00,43.940734,-72.601917
455801.565166054,120933.289927362,226,RU934,Yes,West Rutland Organics and Recycling Facility,,YES,YES,NO,NO,YES,YES,,YES,,442 Casella Lane,West Rutland,Vermont,05777,Rutland,,,,,802-438-2151,,http://www.casella.com/,1,,43.587289,-73.04734
499749.843904179,125909.491203904,227,N/A,No,ABLE Waste Fast Trash-Woodstock,Recycling Center,YES,YES,NO,NO,YES,,NO,NO,,512 Woodstock Rd,Woodstock,VT,05091,Windsor,,,,,,,,1,,43.63343,-72.503141
507451.07270262,116047.914283189,228,N/A,No,ABLE Waste Fast Trash-Hartland,Recycling Center,YES,YES,NO,NO,YES,,NO,NO,,57 VT Rte 12,Hartland,VT,05048,Windsor,,,,,,,,1,,43.544617,-72.407785
452175.844962843,244320.367950072,229,FR600,Yes,Georgia Recycling Center,Hazardous Waste,YES,YES,YES,YES,YES,YES,NO,NO,,158 Morse Dr,Georgia,VT,05454,Franklin,,,,,(802) 524-5986,,,1,2024/10/08 00:00:00+00,44.69747,-73.103358
460975.440762566,44099.5811985798,230,BN421,Yes,Searsburg Transfer Station,Transfer Station,YES,YES,YES,NO,YES,YES,YES,YES,,18 Town Garage Rd,Searsburg,VT,05363,Bennington,,,,,,,,1,2024/10/16 00:00:00+00,42.895995,-72.977793
439480.986844605,29657.344805391,231,BN490,Yes,TAM Materials Recovery Facility-Pownal,Transfer Station,YES,YES,YES,NO,YES,,NO,NO,,39 Church St,Pownal,VT,05261,Bennington,,,,,(802) 447-1300,,,1,2024/07/09 00:00:00+00,42.764634555641,-73.2394337654114
498865.091346578,189707.064442763,232,WA980,Yes,ARCC (Additional Recyclables Collection Center),Recycling Center,YES,NO,YES,NO,YES,NO,NO,NO,Hard to Recycle Materials Only,540 North Main St,Barre,VT,05641,Washington,,,,,802-476-1900,,http://www.cvswmd.org/arcc.html,1,2021/12/22 00:00:00+00,44.2076096390081,-72.5141510367393
495544.073778604,36858.5357029003,233,WH991,Yes,Goodenough Rubbish & Whipple Recycling,Transfer Station,YES,YES,YES,NO,YES,NO,NO,NO,,112 Mercury Dr,Brattleboro,VT,05301,Windham,,,,,802-257-4937,,,1,2023/10/03 00:00:00+00,42.8318048931131,-72.5545102357864
512901.621032416,122555.539642264,234,WS994,Yes,Greater Upper Valley Compost Facility,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,YES,,Quarry Rd,Hartland,VT,05052,Windsor,,,,,802-882-8154,,,1,2022/07/07 00:00:00+00,43.6031431258975,-72.3402070999146
453753.07160448,258644.510804716,235,FR530,Yes,Canusa Hershman Recycling,Recycling Center,YES,NO,YES,NO,NO,NO,NO,NO,,33 Rewes Dr,St. Albans,VT,05478,Franklin,,,,,(802) 527-1707,,,1,2024/03/26 00:00:00+00,44.8265193403783,-73.0848097801208
452480.121437263,160188.775934484,236,AD719,Yes,Salisbury Recycling and Landfill,Transfer Station,YES,YES,YES,NO,YES,YES,YES,YES,,1301 Upper Plains Rd,Salisbury,VT,05769,Addison,,,,,802-352-4228,,,1,,43.9403587981106,-73.091869354248
537458.346563444,237217.687653078,237,CA771,Yes,Sutton Recycling Center,Recycling Center,YES,YES,NO,NO,YES,NO,NO,NO,,95 Underpass Rd,Sutton,VT,,Caledonia,,,,,(802) 626-3532,,,1,,44.6341694734294,-72.0278906822205
490664.971289886,239727.342865603,238,,Yes,Lamoille Soil Compost Facility,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,YES,,Wilson Rd,Johnson,VT,,,,,,,,,,1,,44.657657,-72.617745
456157.811118418,146874.55748386,239,RU1002,Yes,Wyman Frasier Compost of Vermont,Food Scraps Management Facility,NO,NO,NO,NO,YES,NO,WOOD CHIPS ONLY,NO,,160 Wyman Road,Brandon,VT ,05733,Rutland,114 Wyman Road,Brandon ,VT,05733,802-247-5748,loggerbub@yahoo.com,,1,2022/07/12 00:00:00+00,43.820755,-73.045006
493415.696589368,76541.2609034185,240,,Yes,Grafton Categorical Disposal Facility,Recycling Center,NO,NO,NO,NO,NO,NO,YES,YES,,Tom Bell Rd,Grafton,Vermont,05146,Windham,,,,,,,,1,,43.189,-72.581
